district_id,state,district_num,geoid,party_control,rep_name,rep_party,first_elected,tenure_years,pvi,cook_rating,baseline_win_prob_r,incumbent_running,is_open_seat,mode,fec_raised_r_2024,fec_spent_r_2024,fec_raised_d_2024,fec_spent_d_2024,fec_outside_2024,fec_raised_r_2022,fec_spent_r_2022,fec_raised_d_2022,fec_spent_d_2022,fec_raised_r_2026,fec_spent_r_2026,fec_raised_d_2026,fec_spent_d_2026,hist_cost_to_compete,incremental_cost,pop_total,vap,median_income,pct_white,pct_black,pct_hispanic,pct_asian,pct_ba_plus,pct_urban,civic_election_id,civic_candidates_json,notes,data_source_flags
MI-07,MI,7,2607,R,Steven Walker,R,2012,14.0,6.3,Likely R,,True,False,defend,8437743.0,7578830.0,6868220.0,5591679.0,9198622.0,5428165.0,4326340.0,7000880.0,6055077.0,3025731.0,831529.0,3015228.0,526519.0,6685644.0,,697713,541476,98059.0,0.6392,0.1888,0.1359,0.0361,0.521,0.7239,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Steven Walker"", ""party"": ""R""}, {""name"": ""Richard Allen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-08,MI,8,2608,D,Ashley Young,D,2022,4.0,-1.6,Tilt D,,True,False,attack,11030645.0,9295538.0,10409644.0,8405368.0,7899151.0,10434215.0,10123806.0,8878547.0,7698749.0,3726106.0,3021097.0,3139745.0,1855282.0,10775889.0,,710380,549230,70798.0,0.6745,0.1016,0.17,0.0538,0.57,0.8693,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Ashley Young"", ""party"": ""D""}, {""name"": ""Sandra White"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-09,MI,9,2609,D,Paul Allen,D,2015,11.0,-15.5,Solid D,,True,False,safe,5290381.0,4391466.0,5826789.0,5227000.0,1798106.0,3925637.0,3060746.0,5354597.0,5086427.0,1553283.0,951070.0,1353370.0,1258700.0,3424088.0,,803494,655225,63797.0,0.6513,0.1062,0.1801,0.0624,0.3033,0.8988,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Paul Allen"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-10,MI,10,2610,D,Kimberly King,D,2021,5.0,-5.0,Lean D,,True,False,attack,3462894.0,2851134.0,5612701.0,4381669.0,3482838.0,2582263.0,2387474.0,4666459.0,4351173.0,734844.0,751656.0,2668679.0,551875.0,4129396.0,,726958,574713,72430.0,0.6042,0.1293,0.2018,0.0647,0.2843,0.809,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Kimberly King"", ""party"": ""D""}, {""name"": ""Lisa Sanchez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-11,MI,11,2611,R,OPEN SEAT,,,0.0,9.1,Likely R,,False,True,defend,5609203.0,4887852.0,5380240.0,4863632.0,4498624.0,6064148.0,4659897.0,3789721.0,2861919.0,1098176.0,945145.0,1811433.0,489271.0,4369403.0,,749241,555325,61714.0,0.7669,0.1531,0.0362,0.0437,0.3463,0.7832,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""Betty Jones"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-12,MI,12,2612,D,Andrew Wright,D,2011,15.0,-1.6,Tilt D,,False,False,attack,7049051.0,6082564.0,9574386.0,7783175.0,8672757.0,5336828.0,4919210.0,9834480.0,8443579.0,3098198.0,1431883.0,4166282.0,1124899.0,8354940.0,,721824,555436,77073.0,0.5612,0.1594,0.2101,0.0692,0.1663,0.8029,,"{""office"": ""U.S. Representative, District 12"", ""candidates"": [{""name"": ""Andrew Wright"", ""party"": ""D""}, {""name"": ""Nancy Williams"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MI-13,MI,13,2613,R,Emily Scott,R,2009,17.0,12.6,Solid R,,True,False,safe,6218387.0,5714902.0,3785653.0,3687314.0,3326673.0,6019335.0,4866909.0,4077085.0,3675833.0,983856.0,2159845.0,963079.0,944288.0,3487408.0,,791789,601879,73408.0,0.6158,0.1836,0.1494,0.0512,0.386,0.8636,,"{""office"": ""U.S. Representative, District 13"", ""candidates"": [{""name"": ""Emily Scott"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-01,MN,1,2701,D,OPEN SEAT,,,0.0,-3.4,Tilt D,,False,True,attack,5670538.0,5233819.0,7047584.0,5528027.0,4723223.0,5064881.0,4650974.0,7452264.0,6705441.0,1328276.0,800612.0,3788710.0,1300992.0,6071631.0,,802611,604124,83201.0,0.6271,0.1641,0.1433,0.0656,0.2235,0.3577,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Ashley Davis"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-02,MN,2,2702,R,Joshua Torres,R,2007,19.0,8.2,Likely R,,True,False,defend,4081887.0,3547724.0,3911487.0,3166474.0,3997945.0,2619766.0,1986233.0,2882898.0,2533166.0,1790514.0,546946.0,1937738.0,477535.0,3278882.0,,819933,671720,110167.0,0.7593,0.029,0.169,0.0427,0.2659,0.6457,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Joshua Torres"", ""party"": ""R""}, {""name"": ""Michael Torres"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-03,MN,3,2703,D,OPEN SEAT,,,0.0,-13.0,Solid D,,False,True,safe,2370036.0,2129224.0,3676500.0,3270139.0,1072304.0,1593358.0,1423977.0,3815175.0,3250609.0,1073735.0,807409.0,1963053.0,1089056.0,2073962.0,,776073,593890,91507.0,0.7777,0.0408,0.1017,0.0798,0.2051,0.7055,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-04,MN,4,2704,D,Donna Nguyen,D,2008,18.0,-9.1,Likely D,,True,False,attack,4235402.0,3441222.0,4864817.0,3827484.0,4042614.0,4588503.0,3552828.0,5020123.0,4764993.0,1009914.0,349748.0,749389.0,1287043.0,3618247.0,,732733,546190,42415.0,0.6549,0.0974,0.1757,0.072,0.4691,0.5595,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Donna Nguyen"", ""party"": ""D""}, {""name"": ""Daniel King"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-05,MN,5,2705,D,Kenneth Hill,D,2006,20.0,-1.7,Tilt D,,False,False,attack,3470952.0,3065771.0,5310734.0,4951025.0,2137230.0,2507567.0,1951065.0,3895349.0,3550857.0,1622854.0,575519.0,846940.0,1569196.0,4401381.0,,765728,572254,65243.0,0.8596,0.0956,0.033,0.0118,0.4285,0.8615,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Kenneth Hill"", ""party"": ""D""}, {""name"": ""Paul Sanchez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-06,MN,6,2706,D,Michelle Flores,D,2022,4.0,-14.9,Solid D,,True,False,safe,1699073.0,1373986.0,2149676.0,1966082.0,1216103.0,1798163.0,1545897.0,1624491.0,1290212.0,828990.0,272281.0,598195.0,436395.0,1217744.0,,786484,644070,58177.0,0.6786,0.1086,0.1642,0.0485,0.2277,0.9449,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Michelle Flores"", ""party"": ""D""}, {""name"": ""Mark King"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-07,MN,7,2707,R,James Smith,R,2021,5.0,6.8,Likely R,,True,False,defend,7415021.0,6339381.0,4034375.0,3285075.0,2739892.0,6144599.0,4782507.0,3753042.0,3437830.0,2763340.0,891516.0,1610531.0,1386893.0,4920950.0,,708451,552151,75941.0,0.7001,0.0602,0.2021,0.0376,0.4478,0.6446,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""James Smith"", ""party"": ""R""}, {""name"": ""Emily Scott"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MN-08,MN,8,2708,R,Mary Johnson,R,2021,5.0,10.3,Solid R,,True,False,defend,3739088.0,3168916.0,2974204.0,2497060.0,483464.0,2537615.0,2063792.0,2014613.0,1859364.0,1425259.0,1091254.0,1091757.0,910776.0,2556422.0,,770416,578689,54775.0,0.6379,0.1286,0.1601,0.0735,0.3207,0.4516,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Mary Johnson"", ""party"": ""R""}, {""name"": ""Andrew Williams"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-01,MO,1,2901,R,OPEN SEAT,,,0.0,3.8,Lean R,,False,True,defend,9777035.0,8318472.0,6308808.0,4849841.0,8355989.0,8792340.0,8384281.0,4927565.0,4164492.0,2418272.0,617826.0,2437932.0,2037498.0,7589301.0,,706810,513187,80813.0,0.9113,0.0373,0.0335,0.0179,0.12,0.4675,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Nancy Torres"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-02,MO,2,2902,R,Robert Williams,R,2004,22.0,5.8,Lean R,,True,False,defend,7928470.0,7141424.0,5196968.0,4501320.0,3871936.0,6138640.0,5619484.0,4633067.0,4282802.0,3873092.0,1287908.0,1459387.0,1373572.0,5825069.0,,798168,611770,60688.0,0.6285,0.1073,0.2255,0.0387,0.12,0.4022,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Robert Williams"", ""party"": ""R""}, {""name"": ""Barbara Williams"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-03,MO,3,2903,R,Patricia Brown,R,2014,12.0,4.3,Lean R,,True,False,defend,4981075.0,4310698.0,3250194.0,2581369.0,3757302.0,4002921.0,3177204.0,3029171.0,2357926.0,2677999.0,1232677.0,1704988.0,640179.0,3825894.0,,790450,608098,85464.0,0.6544,0.1704,0.1077,0.0676,0.4042,0.85,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Patricia Brown"", ""party"": ""R""}, {""name"": ""John Jones"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-04,MO,4,2904,R,John Jones,R,2019,7.0,13.4,Solid R,,True,False,safe,7059856.0,6271130.0,5715038.0,4391129.0,1387239.0,5979420.0,5058794.0,5196120.0,4138285.0,3751610.0,2461625.0,1705221.0,1501733.0,4310249.0,,691946,516016,69974.0,0.6718,0.0861,0.2202,0.0219,0.2107,0.8977,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""John Jones"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-05,MO,5,2905,R,Jennifer Garcia,R,2020,6.0,6.8,Likely R,,True,False,defend,4916330.0,3943290.0,3622881.0,3133849.0,858841.0,3484273.0,2876251.0,3814454.0,3455554.0,951245.0,338575.0,1488539.0,613471.0,3670153.0,,720338,524782,63617.0,0.7565,0.1102,0.0966,0.0367,0.281,0.4656,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Jennifer Garcia"", ""party"": ""R""}, {""name"": ""John Anderson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-06,MO,6,2906,R,Michael Miller,R,2018,8.0,3.7,Lean R,,True,False,defend,9354609.0,8774003.0,7212477.0,6645806.0,8621983.0,7117822.0,6954740.0,4557390.0,3806220.0,4198690.0,2159375.0,3005020.0,1961521.0,7839545.0,,724362,536752,104963.0,0.8223,0.0407,0.0606,0.0764,0.12,0.8417,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Michael Miller"", ""party"": ""R""}, {""name"": ""Robert Martin"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-07,MO,7,2907,R,Linda Davis,R,2018,8.0,14.2,Solid R,,True,False,safe,6519761.0,5734769.0,4368533.0,3344572.0,1266191.0,5570224.0,5085004.0,3350337.0,2893475.0,2408535.0,1492857.0,1323891.0,1232663.0,3551761.0,,767293,565421,103231.0,0.6993,0.1801,0.0863,0.0343,0.5056,0.8337,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Linda Davis"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MO-08,MO,8,2908,R,David Rodriguez,R,2018,8.0,0.7,Toss-up,,True,False,defend,4982623.0,4623530.0,3974505.0,3311403.0,2188849.0,4178478.0,4048029.0,2957446.0,2599831.0,801485.0,1475920.0,908982.0,1135957.0,4614712.0,,815719,632185,85399.0,0.6908,0.1707,0.1024,0.0361,0.275,0.7002,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""David Rodriguez"", ""party"": ""R""}, {""name"": ""Paul Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MS-01,MS,1,2801,R,Elizabeth Martinez,R,2015,11.0,18.7,Solid R,,False,False,safe,3706040.0,3412984.0,3249831.0,3111265.0,896220.0,3331259.0,2903433.0,2038527.0,1946258.0,1229607.0,1087616.0,557471.0,163749.0,1830785.0,,725673,522860,69682.0,0.8444,0.081,0.0443,0.0303,0.1993,0.8575,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Elizabeth Martinez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MS-02,MS,2,2802,R,OPEN SEAT,,,0.0,12.8,Solid R,,False,True,safe,6125348.0,4889752.0,6415160.0,4994162.0,1408954.0,4420617.0,3951854.0,6952596.0,5378665.0,2728308.0,1936264.0,3339957.0,1591298.0,4336508.0,,756127,546474,94904.0,0.596,0.28,0.0381,0.0858,0.4676,0.9761,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Jessica Harris"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MS-03,MS,3,2803,R,William Hernandez,R,2008,18.0,5.3,Lean R,,True,False,defend,13498631.0,10972618.0,8387012.0,6409528.0,5629245.0,10298048.0,9642560.0,7170940.0,6565193.0,7140148.0,2404169.0,3632587.0,2093419.0,9866048.0,,753068,615984,74182.0,0.701,0.1838,0.0741,0.0412,0.12,0.7122,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""William Hernandez"", ""party"": ""R""}, {""name"": ""Barbara Wright"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MS-04,MS,4,2804,D,Barbara Lopez,D,2004,22.0,3.2,Tilt R,,True,False,attack,5280065.0,4893975.0,9181687.0,8314152.0,3297924.0,3473171.0,2987422.0,9897349.0,8186594.0,1288184.0,280232.0,2623986.0,1164558.0,6944533.0,,788687,634017,113900.0,0.631,0.1172,0.1937,0.0581,0.3957,0.1751,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Barbara Lopez"", ""party"": ""D""}, {""name"": ""Paul Perez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MT-01,MT,1,3001,D,Richard Gonzalez,D,2021,5.0,2.2,Tilt R,,True,False,attack,7748404.0,6329613.0,9126555.0,8939316.0,4954972.0,5219847.0,4465757.0,9847187.0,9313366.0,2106315.0,1434711.0,3798790.0,813544.0,8339605.0,,763254,601376,57047.0,0.6314,0.1557,0.1368,0.076,0.12,0.5104,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Richard Gonzalez"", ""party"": ""D""}, {""name"": ""Nancy White"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
MT-02,MT,2,3002,R,Susan Wilson,R,2022,4.0,7.3,Likely R,,True,False,defend,3515685.0,3328777.0,3299055.0,3198568.0,1142717.0,2384029.0,1878748.0,2675565.0,2367503.0,1159185.0,777729.0,1547973.0,1087086.0,2881272.0,,733766,584478,75766.0,0.7238,0.1629,0.05,0.0632,0.491,0.2744,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Susan Wilson"", ""party"": ""R""}, {""name"": ""Donald Garcia"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-01,NC,1,3701,D,Joseph Anderson,D,2019,7.0,2.4,Tilt R,,True,False,attack,6544182.0,5153413.0,9101478.0,8205285.0,6047230.0,6051682.0,4915772.0,7091857.0,6222313.0,2271375.0,1889910.0,4845570.0,811862.0,7688277.0,,708132,518032,58301.0,0.5695,0.1737,0.2228,0.034,0.4048,0.3613,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Joseph Anderson"", ""party"": ""D""}, {""name"": ""James Sanchez"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-02,NC,2,3702,R,Jessica Thomas,R,2010,16.0,2.3,Tilt R,,True,False,defend,4024697.0,3216482.0,2718195.0,2162521.0,2453374.0,3224443.0,2518916.0,2369952.0,2136833.0,772868.0,233702.0,754887.0,292363.0,3322897.0,,696152,513318,50165.0,0.6642,0.1088,0.1578,0.0692,0.3868,0.8588,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Jessica Thomas"", ""party"": ""R""}, {""name"": ""Mary Davis"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-03,NC,3,3703,R,Thomas Taylor,R,2008,18.0,15.1,Solid R,,True,False,safe,2894514.0,2739034.0,2455259.0,2186410.0,986581.0,2868384.0,2183523.0,1920720.0,1638585.0,1485513.0,762765.0,418331.0,773892.0,1677689.0,,758750,582876,79896.0,0.6458,0.1184,0.2035,0.0323,0.4323,0.5172,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Thomas Taylor"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-04,NC,4,3704,R,Sarah Moore,R,2017,9.0,8.0,Likely R,,True,False,defend,5771730.0,4538874.0,5036933.0,3931464.0,6131135.0,5277986.0,5067473.0,5321301.0,4966928.0,1135227.0,1282948.0,1132767.0,808504.0,4463978.0,,778522,627490,71188.0,0.7284,0.0249,0.2181,0.0285,0.2995,0.9465,,"{""office"": ""U.S. Representative, District 04"", ""candidates"": [{""name"": ""Sarah Moore"", ""party"": ""R""}, {""name"": ""Joseph Williams"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-05,NC,5,3705,R,Christopher Jackson,R,2005,21.0,2.5,Tilt R,,True,False,defend,14016276.0,12504509.0,8380803.0,6885828.0,4526721.0,14772100.0,14032823.0,7723244.0,7516968.0,4673496.0,2075893.0,1416296.0,511694.0,10974569.0,,717309,563782,58125.0,0.6426,0.1011,0.2068,0.0495,0.2554,0.707,,"{""office"": ""U.S. Representative, District 05"", ""candidates"": [{""name"": ""Christopher Jackson"", ""party"": ""R""}, {""name"": ""Christopher Jones"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-06,NC,6,3706,R,Karen Martin,R,2012,14.0,-0.7,Toss-up,,False,False,defend,7324606.0,6397827.0,6031718.0,4995211.0,5825835.0,5169499.0,4191392.0,6289992.0,4905685.0,1206668.0,712640.0,3203920.0,1342787.0,6881178.0,,746164,586333,70379.0,0.6601,0.1728,0.1093,0.0578,0.3465,0.572,,"{""office"": ""U.S. Representative, District 06"", ""candidates"": [{""name"": ""Karen Martin"", ""party"": ""R""}, {""name"": ""Joseph Anderson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-07,NC,7,3707,R,Daniel Lee,R,2010,16.0,4.6,Lean R,,True,False,defend,3990643.0,3126890.0,3598190.0,2764204.0,4696413.0,3350273.0,2840813.0,3544384.0,2944035.0,1167348.0,653190.0,1899840.0,247596.0,3495417.0,,782753,628031,62479.0,0.8698,0.0371,0.0697,0.0234,0.1914,0.9017,,"{""office"": ""U.S. Representative, District 07"", ""candidates"": [{""name"": ""Daniel Lee"", ""party"": ""R""}, {""name"": ""Emily Lopez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-08,NC,8,3708,R,Lisa Perez,R,2015,11.0,11.3,Solid R,,True,False,defend,2685829.0,2369947.0,2269007.0,2009221.0,780855.0,1961744.0,1816471.0,1377529.0,1266736.0,505106.0,613707.0,937730.0,682224.0,1817434.0,,707326,561497,83713.0,0.5904,0.1704,0.2004,0.0388,0.3121,0.8873,,"{""office"": ""U.S. Representative, District 08"", ""candidates"": [{""name"": ""Lisa Perez"", ""party"": ""R""}, {""name"": ""David Smith"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-09,NC,9,3709,R,Matthew Thompson,R,2024,2.0,14.3,Solid R,,True,False,safe,2287575.0,1833402.0,1845059.0,1772659.0,1420394.0,1695952.0,1591408.0,1564985.0,1430720.0,484117.0,147572.0,759344.0,447754.0,1342280.0,,709982,524444,54559.0,0.6577,0.0496,0.2365,0.0562,0.2631,0.4221,,"{""office"": ""U.S. Representative, District 09"", ""candidates"": [{""name"": ""Matthew Thompson"", ""party"": ""R""}, {""name"": ""Sandra Martin"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-10,NC,10,3710,R,Nancy White,R,2011,15.0,5.9,Lean R,,True,False,defend,6785911.0,5366208.0,5953991.0,5580160.0,2985183.0,5898601.0,5049185.0,5749067.0,4823930.0,2433102.0,1316757.0,1547047.0,1056040.0,5636133.0,,771230,564039,63946.0,0.6918,0.0994,0.1576,0.0512,0.4699,0.5382,,"{""office"": ""U.S. Representative, District 10"", ""candidates"": [{""name"": ""Nancy White"", ""party"": ""R""}, {""name"": ""Paul Lopez"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-11,NC,11,3711,R,Anthony Harris,R,2016,10.0,-1.0,Toss-up,,True,False,defend,7291154.0,5784013.0,4571851.0,3895546.0,5086885.0,4445963.0,4086641.0,3110525.0,3022884.0,3567636.0,1724034.0,1753105.0,1055896.0,6061996.0,,706506,575594,56590.0,0.5902,0.1533,0.2376,0.019,0.5155,0.7753,,"{""office"": ""U.S. Representative, District 11"", ""candidates"": [{""name"": ""Anthony Harris"", ""party"": ""R""}, {""name"": ""James Thompson"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-12,NC,12,3712,R,OPEN SEAT,,,0.0,6.4,Likely R,,False,True,defend,9422057.0,7306889.0,6734278.0,5185662.0,4156446.0,9753655.0,7417409.0,6304755.0,5212368.0,5037157.0,1905624.0,3226109.0,597868.0,7034468.0,,785211,593828,63270.0,0.8973,0.0309,0.0354,0.0364,0.196,0.4321,,"{""office"": ""U.S. Representative, District 12"", ""candidates"": [{""name"": ""Joshua Miller"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-13,NC,13,3713,R,Betty Sanchez,R,2009,17.0,2.6,Tilt R,,True,False,defend,8040829.0,6572779.0,6824107.0,5306916.0,5483219.0,5044162.0,4126255.0,4477876.0,4268712.0,1323954.0,1931119.0,3497168.0,2340676.0,7263008.0,,816896,588750,83661.0,0.6315,0.1318,0.2048,0.0319,0.4024,0.902,,"{""office"": ""U.S. Representative, District 13"", ""candidates"": [{""name"": ""Betty Sanchez"", ""party"": ""R""}, {""name"": ""Emily Torres"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NC-14,NC,14,3714,D,Mark Clark,D,2023,3.0,-0.3,Toss-up,,True,False,attack,8339918.0,7405844.0,10740043.0,10520680.0,17684294.0,6534198.0,5671046.0,7832380.0,6908070.0,4244423.0,2883032.0,4955919.0,747027.0,9936843.0,,817553,657879,75315.0,0.7328,0.153,0.0632,0.051,0.5057,0.1742,,"{""office"": ""U.S. Representative, District 14"", ""candidates"": [{""name"": ""Mark Clark"", ""party"": ""D""}, {""name"": ""Daniel Taylor"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
ND-00,ND,0,3800,R,Margaret Ramirez,R,2005,21.0,22.4,Solid R,,True,False,safe,2658793.0,2305283.0,2044295.0,1863276.0,507761.0,2670668.0,2357410.0,1526864.0,1186000.0,401561.0,529303.0,1082849.0,453397.0,1069953.0,,786490,620134,91419.0,0.62,0.1658,0.1796,0.0346,0.3334,0.7539,,"{""office"": ""U.S. Representative, District 00"", ""candidates"": [{""name"": ""Margaret Ramirez"", ""party"": ""R""}, {""name"": ""Jessica King"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NE-01,NE,1,3101,D,Donald Lewis,D,2019,7.0,-0.4,Toss-up,,True,False,attack,3975891.0,3580036.0,5946122.0,5738581.0,2168641.0,3015974.0,2574739.0,5649578.0,5239813.0,1181409.0,953230.0,2108976.0,2066746.0,5153494.0,,780250,625743,74681.0,0.8039,0.1081,0.0747,0.0133,0.4147,0.8279,,"{""office"": ""U.S. Representative, District 01"", ""candidates"": [{""name"": ""Donald Lewis"", ""party"": ""D""}, {""name"": ""Michael Flores"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NE-02,NE,2,3102,R,Sandra Robinson,R,2011,15.0,8.9,Likely R,,True,False,defend,5873113.0,4956446.0,5937233.0,4759892.0,1978947.0,6200501.0,5483426.0,6450522.0,5309344.0,2831432.0,489909.0,2262430.0,581929.0,4728863.0,,750839,615456,62757.0,0.6739,0.0943,0.1607,0.0711,0.12,0.8774,,"{""office"": ""U.S. Representative, District 02"", ""candidates"": [{""name"": ""Sandra Robinson"", ""party"": ""R""}, {""name"": ""Patricia Taylor"", ""party"": ""D""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
NE-03,NE,3,3103,R,Steven Walker,R,2004,22.0,13.3,Solid R,,True,False,safe,4337806.0,3310005.0,3785448.0,3186670.0,2778946.0,3411751.0,2867340.0,3532071.0,2744813.0,1112126.0,997734.0,798027.0,933039.0,2752159.0,,745565,569225,79576.0,0.6962,0.0915,0.1848,0.0275,0.3914,0.9279,,"{""office"": ""U.S. Representative, District 03"", ""candidates"": [{""name"": ""Steven Walker"", ""party"": ""R""}], ""source"": ""mock""}",Synthetic mock row — replace via scripts/build_master_dataset.py,mock
